index,published,keyword,domain,language,valid,title,description,url,image,archive,content,quote
feef71cfcdd21b90cc9486ac591bdb72,2025-11-03T08:49:49Z,'Sturmflut Wellen',www.stern.de,de,0.1,"Taifun ""Kalmaegi"": Tausende Menschen auf den Philippinen in Sicherheit gebracht","Auf den Philippinen sind tausende Menschen vor einem herannahenden Taifun in Sicherheit gebracht worden. Wie der Wetterdienst des Inselstaats mitteilte, steuerte Taifun ""Kalmaegi"" am Montag mit Windgeschwindigkeiten von 120 Stundenkilometern und Böen von bis …",https://www.stern.de/news/taifun--kalmaegi---tausende-menschen-auf-den-philippinen-in-sicherheit-gebracht-36183388.html,https://image.stern.de/36183390/t/RU/v1/w1440/r1.7778/-/03--fluechtende-in-der-stadt-san-julian---63a6b6e53f45d36e.jpg,,"Kopiere den aktuellen Link
Zur Merkliste hinzufügen
Auf den Philippinen sind tausende Menschen vor einem herannahenden Taifun in Sicherheit gebracht worden. Wie der Wetterdienst des Inselstaats mit… [+1348 chars]",
