topic,sentiment_mean,sentiment_std,subjectivity_mean,subjectivity_std,counting
Causes,0.0610232359388712,0.8130713690679474,0.012595587302921655,1.2166762377118288,20.0
Hazard,0.003325445568855538,1.0250959557921044,-0.029620963409312286,0.9205448997063581,94.0
Impacts,-0.0870517400591225,0.8036601195157286,-0.016003541396435672,0.8844431492188759,41.0
Mitigation,0.10766652059225068,1.1021566092494217,0.18804124616479534,1.0810455908074386,20.0
